state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
andhra pradesh,hindupur,DUDDUKUNTA SREEDHAR REDDY,M,43,GEN,YSRCP,Ceiling Fan,504636,2330,506966,1446496
andhra pradesh,hindupur,K.MOHAMMAD SHAMEER BASHA,M,39,GEN,JaSPa,Chappals,4566,24,4590,1446496
andhra pradesh,hindupur,APPIREDDYGARI KONDA REDDY,M,41,GEN,IND,Cup & Saucer,1257,0,1257,1446496
andhra pradesh,hindupur,ASADULLAH K.M,M,61,GEN,IND,Scissors,1095,4,1099,1446496
andhra pradesh,hindupur,CHINTA SARATH KUMAR REDDY,M,31,GEN,IND,Bat,1270,5,1275,1446496
andhra pradesh,hindupur,K.PEDDA REDDI,M,48,GEN,IND,Diesel Pump,1150,2,1152,1446496
andhra pradesh,hindupur,MADDIPATLA SUDHAKAR NAIDU,M,43,GEN,IND,Auto- Rickshaw,2331,1,2332,1446496
andhra pradesh,hindupur,D. SOMANATH,M,46,GEN,IND,Coconut,2030,2,2032,1446496
andhra pradesh,hindupur,None of the Above,,0,,NOTA,NOTA,8114,75,8189,1446496
andhra pradesh,kadapa,AJAYA KUMAR VEENA,M,51,GEN,INC,Hand,14164,155,14319,1550440
andhra pradesh,kadapa,MALIKIREDDY. HANUMANTHA REDDY,M,35,GEN,BSP,Elephant,5492,23,5515,1550440
andhra pradesh,kadapa,SRINIVASA REDDY REDDEPPAGARI,M,46,GEN,TDP,Bicycle,477505,4155,481660,1550440
andhra pradesh,kadapa,Y.S. AVINASH REDDY,M,29,GEN,YSRCP,Ceiling Fan,665491,6492,671983,1550440
andhra pradesh,kadapa,YELLIPALEM RAMESH.REDDY,M,46,GEN,JD(U),Arrow,3795,14,3809,1550440
andhra pradesh,kadapa,GAJJALA.RAMA SUBBA REDDY,M,61,GEN,PPOI,Television,1771,50,1821,1550440
andhra pradesh,kadapa,PUTHA. LAKSHMI REDDY,M,26,GEN,AIFB,Lion,894,39,933,1550440
andhra pradesh,kadapa,B. PULLAIAH,M,65,SC,ANC,Bat,2550,15,2565,1550440
andhra pradesh,kadapa,RACHINENI. VENUGOPAL,M,36,GEN,RPC(S),Gas Cylinder,1024,10,1034,1550440
andhra pradesh,kadapa,G.V.A.K. REDDY,M,40,GEN,JD(S),A lady farmer carrying paddy on her head,885,3,888,1550440
andhra pradesh,kadapa,VARADI SOBHARANI,F,42,SC,DABAP,Auto- Rickshaw,2226,14,2240,1550440
andhra pradesh,kadapa,DR. SHAIK GHOUSE PEER,M,52,GEN,JaSPa,Chappals,3131,88,3219,1550440
andhra pradesh,kadapa,SAJID HUSSAIN,M,50,GEN,AAAP,Broom,3318,83,3401,1550440
andhra pradesh,kadapa,POREDDY PRABHAKARA REDDY,M,48,GEN,IND,Bottle,1202,15,1217,1550440
andhra pradesh,kadapa,None of the Above,,0,,NOTA,NOTA,5944,114,6058,1550440
andhra pradesh,nellore,ADALA PRABHAKARA REDDY,M,64,GEN,TDP,Bicycle,558730,4188,562918,1606127
andhra pradesh,nellore,NARAYANA REDDY VAKATI,M,51,GEN,INC,Hand,22760,110,22870,1606127
andhra pradesh,nellore,PATTAPU RAVI,M,56,SC,BSP,Elephant,3228,71,3299,1606127
andhra pradesh,nellore,KOLATI GOPINATH,M,33,GEN,PPOI,Television,996,3,999,1606127
andhra pradesh,nellore,CHEMIKALA TIRUPATI,M,43,GEN,ARPS,Auto- Rickshaw,1423,1,1424,1606127
andhra pradesh,nellore,CHANDRA SEKHAR YADAV,M,45,GEN,RDHP,Electric Pole,4106,6,4112,1606127
andhra pradesh,nellore,MEKAPATI RAJAMOHAN REDDY,M,69,GEN,YSRCP,Ceiling Fan,573203,3193,576396,1606127
andhra pradesh,nellore,SYED HANEEF,M,43,GEN,JaSPa,Chappals,5530,48,5578,1606127
andhra pradesh,nellore,ANANDA RAO SOMPALLI,M,52,GEN,IND,Coconut,759,1,760,1606127
andhra pradesh,nellore,NAVEEN SUKPALLI,M,27,SC,IND,BELT,626,0,626,1606127
andhra pradesh,nellore,PANDHITI SUBBAIAH,M,42,SC,IND,Gas Stove,736,0,736,1606127
andhra pradesh,nellore,MALLI VENKATESWARLU,M,39,GEN,IND,Batsman,685,1,686,1606127
andhra pradesh,nellore,MALYADRI RAVULAKOLLU,M,31,GEN,IND,Pot,875,0,875,1606127
andhra pradesh,nellore,MEDA MALLA REDDY,M,63,GEN,IND,Almirah,820,0,820,1606127
andhra pradesh,nellore,None of the Above,,0,,NOTA,NOTA,5491,58,5549,1606127
andhra pradesh,tirupati,KARUMANCHI JAYARAM,M,54,SC,BJP,Lotus,539887,3064,542951,1574161
andhra pradesh,tirupati,KOTHAPALLI SUBRAMANYAM,M,45,SC,CPM,"Hammer, Sickle and Star",11096,72,11168,1574161
andhra pradesh,tirupati,CHINTA MOHAN,M,59,SC,INC,Hand,33121,212,33333,1574161
andhra pradesh,tirupati,"DR. U RAMACHANDRA, M.B.B.S",M,43,SC,BSP,Elephant,5985,51,6036,1574161
andhra pradesh,tirupati,DEGALA SURYA NARAYANA,M,39,SC,PPOI,Television,2861,14,2875,1574161
andhra pradesh,tirupati,NEERUGUTTA NAGESWARA,M,26,SC,AAAP,Broom,7240,40,7280,1574161
andhra pradesh,tirupati,VARAPRASAD RAO VELAGAPALLI,M,61,SC,YSRCP,Ceiling Fan,578289,2087,580376,1574161
andhra pradesh,tirupati,M SOLMON,M,60,SC,ARPS,Auto- Rickshaw,9807,8,9815,1574161
andhra pradesh,tirupati,KATTAMANCHI PRABHAKAR,M,46,SC,IND,Gas Cylinder,1446,9,1455,1574161
andhra pradesh,tirupati,KALAVAPALLI SAHADEVAIAH,M,46,SC,IND,Ring,2502,8,2510,1574161
andhra pradesh,tirupati,THYDULA SUBBARAMAIAH,M,74,SC,IND,Gas Stove,1402,1,1403,1574161
andhra pradesh,tirupati,NUNE VENGAIAH,M,56,SC,IND,Cup & Saucer,1827,2,1829,1574161
andhra pradesh,tirupati,K.S. MUNIRATHNAM,M,60,SC,IND,Bat,1692,4,1696,1574161
andhra pradesh,tirupati,SONGA RATNAMMA,F,54,SC,IND,Almirah,1644,1,1645,1574161
andhra pradesh,tirupati,None of the Above,,0,,NOTA,NOTA,8619,71,8690,1574161
andhra pradesh,rajampet,ANNAYYAGARI SAI PRATHAP,M,69,GEN,INC,Hand,29247,85,29332,1487791
andhra pradesh,rajampet,D.  PURANDESWARI,F,53,GEN,BJP,Lotus,424885,2105,426990,1487791
andhra pradesh,rajampet,VENKATA SUBBAIAH NALLUGARI,M,37,SC,BSP,Elephant,8172,17,8189,1487791
andhra pradesh,rajampet,N.  DEVA,M,33,GEN,HJP,Cup & Saucer,3895,1,3896,1487791
andhra pradesh,rajampet,S NARENDRA BABU,M,31,SC,MaSP,Auto- Rickshaw,15075,11,15086,1487791
andhra pradesh,rajampet,P.V.MIDHUN REDDY,M,36,GEN,YSRCP,Ceiling Fan,599650,2102,601752,1487791
andhra pradesh,rajampet,G.MUJEEB HUSSAIN,M,56,GEN,JaSPa,Chappals,59648,129,59777,1487791
andhra pradesh,rajampet,V PATTABHI,M,56,GEN,IND,Table,3545,4,3549,1487791
andhra pradesh,rajampet,SHAIK JEELANI SAHEB,M,60,GEN,IND,Bat,2623,7,2630,1487791
andhra pradesh,rajampet,None of the Above,,0,,NOTA,NOTA,7095,21,7116,1487791
andhra pradesh,chittoor,JITHENDRA KUMAR.DHANDU,M,38,SC,BSP,Elephant,15851,46,15897,1451851
andhra pradesh,chittoor,NARAMALLI SIVAPRASAD,M,62,SC,TDP,Bicycle,590938,3924,594862,1451851
andhra pradesh,chittoor,DR.B.RAJAGOPAL,M,64,SC,INC,Hand,16505,67,16572,1451851
andhra pradesh,chittoor,UDAYA C.S,F,34,SC,PPOI,Television,3793,10,3803,1451851
andhra pradesh,chittoor,P. PUSHPA RAJ,M,57,SC,JaSPa,Chappals,5628,112,5740,1451851
andhra pradesh,chittoor,G.SAMANYAKIRAN,F,35,SC,YSRCP,Ceiling Fan,548184,2540,550724,1451851
andhra pradesh,chittoor,S. ANJAPPA,M,43,SC,IND,Bat,4314,7,4321,1451851
andhra pradesh,chittoor,None of the Above,,0,,NOTA,NOTA,6940,56,6996,1451851
arunachal pradesh,arunachal west,GICHO KABAK,M,49,ST,NCP,Clock,5910,155,6065,446640
arunachal pradesh,arunachal west,GUMJUM HAIDER,M,36,ST,AITC,Flowers and Grass,8832,303,9135,446640
arunachal pradesh,arunachal west,JALLEY SONAM,M,33,ST,PPA,Maize,13979,685,14664,446640
arunachal pradesh,arunachal west,KIREN RIJIJU,M,42,ST,BJP,Lotus,162575,6792,169367,446640
arunachal pradesh,arunachal west,TAKAM SANJOY,M,47,ST,INC,Hand,125908,1721,127629,446640
arunachal pradesh,arunachal west,HABUNG PAYENG,M,56,ST,AAAP,Broom,3519,128,3647,446640
arunachal pradesh,arunachal west,TABA TAKU,M,34,ST,LB,Slate,941,39,980,446640
arunachal pradesh,arunachal west,SUBU KECHI,M,40,ST,IND,Kettle,2328,34,2362,446640
arunachal pradesh,arunachal west,None of the Above,,0,,NOTA,NOTA,1804,12,1816,446640
arunachal pradesh,arunachal east,NINONG ERING,M,55,ST,INC,Hand,116347,2108,118455,312704
arunachal pradesh,arunachal east,TAPIR GAO,M,49,ST,BJP,Lotus,102463,3514,105977,312704
arunachal pradesh,arunachal east,WANGMAN LOWANGCHA,M,54,ST,PPA,Maize,31698,656,32354,312704
arunachal pradesh,arunachal east,None of the Above,,0,,NOTA,NOTA,4460,45,4505,312704
assam,karimganj,KRISHNA DAS,M,45,SC,BJP,Lotus,260347,425,260772,1165997
assam,karimganj,RABINDRA NATH CHOUDHURY,M,74,SC,AGP,Elephant,5550,6,5556,1165997
assam,karimganj,RADHESHYAM BISWAS,M,59,SC,AIUDF,Lock and Key,362605,261,362866,1165997
assam,karimganj,LALIT MOHON SUKLABAIDYA,M,72,SC,INC,Hand,226064,498,226562,1165997
assam,karimganj,TARUN KUMAR DAS,M,61,SC,AAAP,Broom,3652,6,3658,1165997
assam,karimganj,PROBASH CH. SARKAR,M,41,SC,SUCI,Glass Tumbler,3112,2,3114,1165997
assam,karimganj,RINKU MALAKAR,M,39,SC,SP,Bicycle,2274,1,2275,1165997
assam,karimganj,GOUTAM MALAKAR,M,30,SC,IND,Television,2447,0,2447,1165997
assam,karimganj,PINTU MALAKAR,M,43,SC,IND,Dish Antenna,1662,2,1664,1165997
assam,karimganj,PRADIP SUKLABAIDYA,M,35,SC,IND,Iron,2391,1,2392,1165997
assam,karimganj,MAHANANDA DAS,M,50,SC,IND,Cake,1590,2,1592,1165997
assam,karimganj,SAJALENDU MALAKAR,M,39,SC,IND,Camera,2465,0,2465,1165997
assam,karimganj,SANJIT KUMAR DAS,M,39,SC,IND,BUCKET,1880,0,1880,1165997
assam,karimganj,SABUJ DAS,M,39,SC,IND,Dao,1974,0,1974,1165997
assam,karimganj,SUJIT MALLICK,M,40,SC,IND,Cup & Saucer,3437,0,3437,1165997
assam,karimganj,None of the Above,,0,,NOTA,NOTA,4254,12,4266,1165997
assam,silchar,KABINDRA PURKAYASTHA,M,82,GEN,BJP,Lotus,301159,51,301210,1060175
assam,silchar,KUTUB AHMED MAZUMDER,M,74,GEN,AIUDF,Lock and Key,85530,0,85530,1060175
assam,silchar,BIJOY KRISHNA NATH,M,70,GEN,AGP,Elephant,7679,0,7679,1060175
assam,silchar,REJAMOND ALI BARBHUIYA,M,52,GEN,CPM,"Hammer, Sickle and Star",12458,2,12460,1060175
assam,silchar,SUSHMITA DEV  ,F,41,GEN,INC,Hand,336426,25,336451,1060175
assam,silchar,ARUNANGSHU BHATTACHARJEE,M,55,GEN,SUCI,Glass Tumbler,8593,2,8595,1060175
assam,silchar,ABDUL MANNAN BARBHUIYA,M,56,GEN,AAAP,Broom,3114,4,3118,1060175
assam,silchar,WAZID REJA OSMANI,M,35,GEN,AITC,Flowers and Grass,8282,0,8282,1060175
assam,silchar,NILU MANDOL,M,38,SC,SHS,Bow & Arrow,1922,0,1922,1060175
assam,silchar,RASHID AHMED LASKAR,M,28,GEN,SP,Bicycle,3347,0,3347,1060175
assam,silchar,UPENDRA CHANDRA DAS,M,44,SC,IND,Cup & Saucer,2740,0,2740,1060175
assam,silchar,KAMAL DAS,M,39,SC,IND,Scissors,2170,0,2170,1060175
assam,silchar,JAYANTA MALLICK,M,41,SC,IND,Table,1605,0,1605,1060175
assam,silchar,NIRUPAM MANDAL,M,31,SC,IND,Candles,2462,0,2462,1060175
assam,silchar,MADHU SUDHAN DAS,M,48,SC,IND,Gas Cylinder,3151,0,3151,1060175
assam,silchar,SHUVADIP DATTA,M,48,GEN,IND,Television,8577,0,8577,1060175
assam,silchar,SUKAMAL DAS,M,28,SC,IND,Balloon,6221,0,6221,1060175
assam,silchar,None of the Above,,0,,NOTA,NOTA,4310,0,4310,1060175
assam,autonomous district,JOY RAM ENGLENG,M,54,ST,BJP,Lotus,188917,140,189057,702230
assam,autonomous district,BIREN SINGH ENGTI,M,74,ST,INC,Hand,213038,114,213152,702230
assam,autonomous district,ASHWENG J. RENGMA,M,56,ST,JMM,Bow & Arrow,9260,3,9263,702230
assam,autonomous district,PRATIMA ENGHEEPI,F,39,ST,CPI(ML)(L),Flag with Three Stars,11755,7,11762,702230
assam,autonomous district,CHOMANG KRO,M,48,ST,IND,Table,108248,51,108299,702230
assam,autonomous district,None of the Above,,0,,NOTA,NOTA,11744,3,11747,702230
assam,dhubri,ANOWAR HUSSAIN,M,45,GEN,AGP,Elephant,9892,5,9897,1550166
assam,dhubri,WAZED ALI CHOUDHURY,M,52,GEN,INC,Hand,362676,163,362839,1550166
assam,dhubri,DR. DEBAMOY SANYAL,M,55,GEN,BJP,Lotus,298897,88,298985,1550166
assam,dhubri,BADRUDDIN AJMAL,M,59,GEN,AIUDF,Lock and Key,592338,231,592569,1550166
assam,dhubri,AZMAL HUSSAIN,M,53,GEN,AAAP,Broom,4467,1,4468,1550166
assam,dhubri,YOUSUB ALI AHMED,M,66,GEN,SP,Bicycle,3277,0,3277,1550166
assam,dhubri,KASIR UDDIN SK.,M,63,GEN,IUML,Ladder,1455,0,1455,1550166
assam,dhubri,SURAT JAMAN MONDAL,M,60,GEN,SUCI,Glass Tumbler,5932,3,5935,1550166
assam,dhubri,ZESMINA KHATUN,F,26,GEN,AITC,Flowers and Grass,7871,3,7874,1550166
assam,dhubri,ALI HUSSAIN,M,36,GEN,IND,Lady Purse,23814,2,23816,1550166
assam,dhubri,KASHEM ALI AKONDA,M,30,GEN,IND,Sewing Machine,2783,2,2785,1550166
assam,dhubri,MONIRUL HUSSAIN,M,30,GEN,IND,BUCKET,2722,1,2723,1550166
assam,dhubri,MOHAR UDDIN MONDAL,M,44,GEN,IND,Kettle,40207,1,40208,1550166
assam,dhubri,MOHENDRA CHANDRA ROY,M,43,GEN,IND,Candles,4606,1,4607,1550166
assam,dhubri,RAM EKBAL SHAHANI,M,62,GEN,IND,Bat,2375,0,2375,1550166
assam,dhubri,None of the Above,,0,,NOTA,NOTA,5811,0,5811,1550166
assam,kokrajhar,CHANDAN BRAHMA,M,44,ST,BOPF,Nangol,243719,40,243759,1505472
assam,kokrajhar,RANJIT SHEKHAR MOOSHAHARY,M,68,ST,AITC,Flowers and Grass,17523,14,17537,1505472
assam,kokrajhar,URKHAO GWRA BRAHMA,M,51,ST,IND,Cup & Saucer,278381,268,278649,1505472
assam,kokrajhar,NABA KUMAR SARANIA (HIRA),M,45,ST,IND,Battery Torch,634111,317,634428,1505472
assam,kokrajhar,SABDA RAM RABHA,M,45,ST,IND,Kettle,20069,5,20074,1505472
assam,kokrajhar,SANSUMA KHUNGGUR BWISWMUTHIARY,M,53,ST,IND,Auto- Rickshaw,11233,6,11239,1505472
assam,kokrajhar,None of the Above,,0,,NOTA,NOTA,18178,5,18183,1505472
assam,barpeta,ISMAIL HUSSAIN,M,60,GEN,INC,Hand,277611,191,277802,1430188
assam,barpeta,UDDHAB BARMAN,M,69,GEN,CPM,"Hammer, Sickle and Star",27539,36,27575,1430188
assam,barpeta,CHANDRA MOHAN PATOWARY,M,56,GEN,BJP,Lotus,352239,122,352361,1430188
assam,barpeta,SIRAJ UDDIN AJMAL,M,67,GEN,AIUDF,Lock and Key,394580,122,394702,1430188
assam,barpeta,PHANI BHUSAN CHOUDHURY,M,62,GEN,AGP,Elephant,73702,31,73733,1430188
assam,barpeta,ABUL AWAL,M,42,GEN,SP,Bicycle,3099,0,3099,1430188
assam,barpeta,ENTAZ ALI,M,51,GEN,LB,Candles,1937,0,1937,1430188
assam,barpeta,KHURSHIDA ANOWARA BEGUM,F,62,GEN,SUCI,Glass Tumbler,5710,0,5710,1430188
assam,barpeta,DR. PERVEZ ALI AHMED,M,65,GEN,AITC,Flowers and Grass,10939,5,10944,1430188
assam,barpeta,KAMAL UDDIN,M,66,GEN,IND,Cup & Saucer,3432,1,3433,1430188
assam,barpeta,GAUTAM KUMAR SARMA,M,51,GEN,IND,Pot,1858,1,1859,1430188
assam,barpeta,SAMSUL HOQUE,M,53,GEN,IND,Kettle,24444,0,24444,1430188
assam,barpeta,DILIR KHAN,M,45,GEN,IND,Lady Purse,20135,0,20135,1430188
assam,barpeta,BARUN KARMAKAR,M,36,SC,IND,Bat,1649,0,1649,1430188
assam,barpeta,BHADRESWAR BARMAN,M,40,GEN,IND,Dao,1694,1,1695,1430188
assam,barpeta,None of the Above,,0,,NOTA,NOTA,4784,1,4785,1430188
assam,gauhati,GOPI NATH DAS,M,53,SC,AIUDF,Lock and Key,137252,2,137254,1922270
assam,gauhati,BIJOYA CHAKRAVARTY,F,75,GEN,BJP,Lotus,764904,81,764985,1922270
assam,gauhati,BIRENDRA PRASAD BAISHYA,M,57,GEN,AGP,Elephant,86540,6,86546,1922270
assam,gauhati,MANASH BORAH,M,33,GEN,INC,Hand,449180,21,449201,1922270
assam,gauhati,KAZI NEKIB AHMED,M,55,GEN,rdsc,Auto- Rickshaw,6636,0,6636,1922270
assam,gauhati,GOPI BARUAH,M,44,GEN,LB,Candles,2411,0,2411,1922270
assam,gauhati,PRANJAL BORDOLOY,M,43,GEN,AAAP,Broom,4809,0,4809,1922270
assam,gauhati,BANDANA BARMAN BARUAH,F,30,GEN,SP,Bicycle,3240,0,3240,1922270
assam,gauhati,BIJU PHUKAN,M,66,GEN,AITC,Flowers and Grass,8161,1,8162,1922270
assam,gauhati,ANIL BHAGAWATI,M,40,GEN,IND,Television,5782,0,5782,1922270
assam,gauhati,AJAD ALI,M,43,GEN,IND,BUCKET,2384,1,2385,1922270
assam,gauhati,KHARGESWAR DAS,M,43,SC,IND,Ring,2532,0,2532,1922270
assam,gauhati,MD. ZAKIR HUSSAIN,M,47,GEN,IND,Ceiling Fan,2275,0,2275,1922270
assam,gauhati,DHIRAJ MEDHI,M,40,GEN,IND,Gas Cylinder,2845,0,2845,1922270
assam,gauhati,PADMESHWAR PHUKAN,M,56,GEN,IND,Battery Torch,2628,1,2629,1922270
assam,gauhati,PRADIP KALITA,M,45,GEN,IND,Cup & Saucer,7345,0,7345,1922270
assam,gauhati,DR. FARUK AAHAMMED BHUYAN,M,40,GEN,IND,Pot,3540,0,3540,1922270
assam,gauhati,BENEDICT ALOK ARENG,M,68,ST,IND,Carrom Board,12432,0,12432,1922270
assam,gauhati,None of the Above,,0,,NOTA,NOTA,6720,0,6720,1922270
assam,mangaldoi,KIRIP CHALIHA,M,59,GEN,INC,Hand,463430,43,463473,1515676
assam,mangaldoi,PARESH BAISHYA,M,43,SC,AIUDF,Lock and Key,74710,0,74710,1515676
assam,mangaldoi,MADHAB RAJBANGSHI,M,58,GEN,AGP,Elephant,66455,12,66467,1515676
assam,mangaldoi,RAMEN DEKA,M,59,GEN,BJP,Lotus,486230,127,486357,1515676
assam,mangaldoi,SAHADEV DAS,M,49,GEN,BOPF,Nangol,86344,3,86347,1515676
assam,mangaldoi,AROON BAROOA,M,58,GEN,rdsc,Table Lamp,4164,0,4164,1515676
assam,mangaldoi,DEBA KUMAR BARMAN,M,42,GEN,AITC,Flowers and Grass,8341,0,8341,1515676
assam,mangaldoi,NAMRATA SARMA,F,34,GEN,AAAP,Broom,3424,0,3424,1515676
assam,mangaldoi,RATUL KUMAR CHOUDHURY,M,47,GEN,SP,Bicycle,3658,0,3658,1515676
assam,mangaldoi,SWARNALATA CHALIHA,F,38,GEN,SUCI,Glass Tumbler,7600,0,7600,1515676
assam,mangaldoi,SAHNUR ALI,M,53,GEN,IND,Cup & Saucer,5531,0,5531,1515676
assam,mangaldoi,SHACHINDRA NATH BRAHMA,M,60,ST,IND,Balloon,12443,0,12443,1515676
assam,mangaldoi,None of the Above,,0,,NOTA,NOTA,10719,3,10722,1515676
assam,tezpur,BHUPEN KUMAR BORAH,M,43,GEN,INC,Hand,360457,34,360491,1259568
assam,tezpur,JOSEPH TOPPO,M,65,GEN,AGP,Elephant,40487,2,40489,1259568
assam,tezpur,RAM PRASAD SARMAH,M,58,GEN,BJP,Lotus,446406,105,446511,1259568
assam,tezpur,KHEMRAJ CHETRY,M,55,GEN,CPM,"Hammer, Sickle and Star",24907,3,24910,1259568
assam,tezpur,GOPI CHAND SHAHABADI,M,69,GEN,AITC,Flowers and Grass,8710,2,8712,1259568
assam,tezpur,RAJEN SAIKIA,M,54,GEN,AIFB,Lion,4245,1,4246,1259568
assam,tezpur,LAKSHIKANTA KURMI,M,36,GEN,CPI(ML)(L),Flag with Three Stars,10725,0,10725,1259568
assam,tezpur,ELIAS KUJUR,M,42,GEN,IND,Brief Case,5207,0,5207,1259568
assam,tezpur,MONI KUMAR SUBBA,M,56,GEN,IND,Cup & Saucer,62714,16,62730,1259568
assam,tezpur,None of the Above,,0,,NOTA,NOTA,16666,1,16667,1259568
assam,nowgong,DR. ADITYA LANGTHASA,M,48,ST,AIUDF,Lock and Key,313976,36,314012,1523881
assam,nowgong,JONJONALI BARUAH,F,55,GEN,INC,Hand,350413,174,350587,1523881
assam,nowgong,MRIDULA BARKAKOTY,F,53,GEN,AGP,Elephant,35132,10,35142,1523881
assam,nowgong,RAJEN GOHAIN ,M,63,GEN,BJP,Lotus,494005,141,494146,1523881
assam,nowgong,DIPAK KUMAR BORAH,M,50,GEN,AITC,Flowers and Grass,6835,0,6835,1523881
assam,nowgong,RAFIQUL ISLAM,M,26,GEN,AIFB,Lion,2782,1,2783,1523881
assam,nowgong,SELIMA SULTANA,F,28,GEN,IND,Cup & Saucer,6462,0,6462,1523881
assam,nowgong,FARUK HAZARIKA,M,42,GEN,IND,Telephone,11325,0,11325,1523881
assam,nowgong,None of the Above,,0,,NOTA,NOTA,8779,3,8782,1523881
assam,kaliabor,DR. ARUN KUMAR SARMA,M,57,GEN,AGP,Elephant,78042,90,78132,1457219
assam,kaliabor,GOURAV GOGOI,M,31,GEN,INC,Hand,443032,283,443315,1457219
assam,kaliabor,BIJOY KUMAR TIRU,M,63,GEN,AIUDF,Lock and Key,231281,14,231295,1457219
assam,kaliabor,MRINAL KUMAR SAIKIA,M,46,GEN,BJP,Lotus,349262,179,349441,1457219
assam,kaliabor,ARUP KUMAR MAHANTA,M,43,GEN,CPI(ML)(L),Flag with Three Stars,5431,2,5433,1457219
assam,kaliabor,SAMSUL ALAM,M,32,GEN,AITC,Flowers and Grass,6538,0,6538,1457219
assam,kaliabor,JINTI GOGOI,F,39,GEN,AAAP,Broom,2581,3,2584,1457219
assam,kaliabor,MITHUAL KUMAR,M,41,GEN,AIFB,Lion,2963,3,2966,1457219
assam,kaliabor,SAHABA AHMED,F,39,GEN,IND,CUTTING PLIERS,2409,2,2411,1457219
assam,kaliabor,JITEN GOGOI,M,52,GEN,IND,Saw,8271,0,8271,1457219
assam,kaliabor,BINOD GOGOI,M,43,GEN,IND,Television,9583,0,9583,1457219
assam,kaliabor,MONTU SAIKIA,M,34,GEN,IND,Ring,9132,1,9133,1457219
assam,kaliabor,RAHMAT ULLAH,M,30,GEN,IND,HOCKEY & BALL,4985,0,4985,1457219
assam,kaliabor,None of the Above,,0,,NOTA,NOTA,12399,4,12403,1457219
assam,jorhat,KAMAKHYA PRASAD TASA,M,38,GEN,BJP,Lotus,456170,250,456420,1189486
assam,jorhat,DRUPAD BORGOHAIN,M,68,GEN,CPI,Ears of Corn And Sickle,28909,21,28930,1189486
assam,jorhat,NASIR AHMED,M,50,GEN,AIUDF,Lock and Key,7331,0,7331,1189486
assam,jorhat,PRODIP HAZARIKA,M,61,GEN,AGP,Elephant,46588,38,46626,1189486
assam,jorhat,BIJOY KRISHNA HANDIQUE,M,82,GEN,INC,Hand,353851,149,354000,1189486
assam,jorhat,GUNIN BASUMATARI,M,62,ST,SP,Bicycle,5754,0,5754,1189486
assam,jorhat,MANOROM GOGOI,M,44,GEN,AAAP,Broom,3656,3,3659,1189486
assam,jorhat,RIBULAYA GOGOI,F,33,GEN,AITC,Flowers and Grass,5759,0,5759,1189486
assam,jorhat,HOREN BORGOHAIN,M,37,GEN,AIFB,Lion,3472,0,3472,1189486
assam,jorhat,RAJ KUMAR DOWARAH,M,43,GEN,IND,Batsman,4737,0,4737,1189486
assam,jorhat,None of the Above,,0,,NOTA,NOTA,14645,3,14648,1189486
assam,dibrugarh,ANUP PHUKON,M,56,GEN,AGP,Elephant,45697,13,45710,1124305
assam,dibrugarh,PABAN SINGH GHATOWAR,M,62,GEN,INC,Hand,308977,40,309017,1124305
assam,dibrugarh,RAMESWAR TELI,M,43,GEN,BJP,Lotus,494278,86,494364,1124305
assam,dibrugarh,CHENI RAM MORAN,M,48,GEN,AIFB,Lion,7111,1,7112,1124305
assam,dibrugarh,NAVAJYOTI KALITA,M,36,GEN,AITC,Flowers and Grass,8580,2,8582,1124305
assam,dibrugarh,SUBHAS SEN,M,64,GEN,CPI(ML)(L),Flag with Three Stars,9373,1,9374,1124305
assam,dibrugarh,None of the Above,,0,,NOTA,NOTA,16808,1,16809,1124305
assam,lakhimpur,MAMUN IMDADUL HAQUE CHAWDHURY,M,34,GEN,AIUDF,Lock and Key,37336,7,37343,1431080
assam,lakhimpur,RANEE NARAH,F,50,GEN,INC,Hand,320305,100,320405,1431080
assam,lakhimpur,SARBANANDA SONOWAL,M,52,ST,BJP,Lotus,612134,409,612543,1431080
assam,lakhimpur,HARI PRASAD DIHINGIA,M,44,GEN,AGP,Elephant,81704,49,81753,1431080
assam,lakhimpur,TANISH ORANG,M,45,GEN,CPI(ML)(L),Flag with Three Stars,4720,1,4721,1431080
assam,lakhimpur,DHEBOR GOHAIN BORUAH,M,57,GEN,AITC,Flowers and Grass,9093,2,9095,1431080
assam,lakhimpur,DR. HIRAMONI DEKA SONOWAL,F,34,GEN,AAAP,Broom,2893,0,2893,1431080
assam,lakhimpur,HEM KANTA MIRI,M,32,SC,SUCI,Glass Tumbler,6894,2,6896,1431080
assam,lakhimpur,KESHAB GOGOI,M,45,GEN,IND,Diesel Pump,2752,0,2752,1431080
assam,lakhimpur,KHAIRUL ISLAM,M,38,GEN,IND,Kettle,4118,1,4119,1431080
assam,lakhimpur,DAVID HORO,M,36,GEN,IND,Pot,5902,1,5903,1431080
assam,lakhimpur,RANJIT SINGH GORH,M,45,GEN,IND,Cup & Saucer,6335,0,6335,1431080
assam,lakhimpur,HRISHIKESH BARUAH,M,27,GEN,IND,Iron,6013,0,6013,1431080
assam,lakhimpur,None of the Above,,0,,NOTA,NOTA,11203,1,11204,1431080
bihar,valmiki nagar,PURNMASI RAM,M,57,SC,INC,Hand,246116,102,246218,1456598
bihar,valmiki nagar,BAIDYA NATH PRASAD MAHATO,M,57,GEN,JD(U),Arrow,81593,19,81612,1456598
bihar,valmiki nagar,SHAILESH KUMAR DIWAKAR,M,34,SC,BSP,Elephant,11667,1,11668,1456598
